0.0,-355.1821410853362,1,64,3,64,1,64,1,32
0.0,-470.1930121285865,1,32,3,64,3,16,3,64
0.0,-280.75530727092723,1,64,3,64,3,64,1,16
0.0,-597.6407805734951,1,64,3,16,3,16,1,64
